ubigeo,departamento,provincia,distrito,capital_legal,latitud,longitud
010101,Amazonas,Chachapoyas,Chachapoyas,Chachapoyas,-6.22944444,-77.87277778
010102,Amazonas,Chachapoyas,Asunción,Asunción,-6.0325,-77.71083333
010103,Amazonas,Chachapoyas,Balsas,Balsas,-6.83583333,-78.01972222
010104,Amazonas,Chachapoyas,Cheto,Cheto,-6.25555556,-77.70083333
010105,Amazonas,Chachapoyas,Chiliquín,Chiliquín,-6.07833333,-77.7375
010106,Amazonas,Chachapoyas,Chuquibamba,Chuquibamba,-6.935,-77.85416667
010107,Amazonas,Chachapoyas,Granada,Granada,-6.10638889,-77.62861111
010108,Amazonas,Chachapoyas,Huancas,Huancas,-6.17361111,-77.86444444
010109,Amazonas,Chachapoyas,La Jalca,La Jalca,-6.48472222,-77.815
010110,Amazonas,Chachapoyas,Leimebamba,Leimebamba,-6.7075,-77.80388889
010111,Amazonas,Chachapoyas,Levanto,Levanto,-6.30777778,-77.89916667
010112,Amazonas,Chachapoyas,Magdalena,Magdalena,-6.37305556,-77.90166667
010113,Amazonas,Chachapoyas,Mariscal Castilla,Duraznopampa,-6.59444444,-77.80861111
010114,Amazonas,Chachapoyas,Molinopampa,Molinopampa,-6.20916667,-77.66916667
010115,Amazonas,Chachapoyas,Montevideo,Montevideo,-6.61805556,-77.80222222
010116,Amazonas,Chachapoyas,Olleros,Olleros,-6.02388889,-77.67638889
010117,Amazonas,Chachapoyas,Quinjalca,Quinjalca,-6.09138889,-77.67861111
010118,Amazonas,Chachapoyas,San Francisco de Daguas,Daguas,-6.22916667,-77.74
010119,Amazonas,Chachapoyas,San Isidro de Maino,Maino,-6.33722222,-77.88055556
010120,Amazonas,Chachapoyas,Soloco,Soloco,-6.26055556,-77.74416667
010121,Amazonas,Chachapoyas,Sonche,San Juan de Sonche,-6.21888889,-77.77527778
010201,Amazonas,Bagua,Bagua,Bagua,-5.63888889,-78.53111111
010202,Amazonas,Bagua,Aramango,Aramango,-5.41638889,-78.43777778
010203,Amazonas,Bagua,Copallín,Copallín,-5.675,-78.42305556
010204,Amazonas,Bagua,El Parco,El Parco,-5.625,-78.47527778
010205,Amazonas,Bagua,Imaza,Chiriaco,-5.16361111,-78.28888889
010206,Amazonas,Bagua,La Peca,La Peca,-5.61194444,-78.43694444
010301,Amazonas,Bongará,Jumbilla,Jumbilla,-5.90444444,-77.79777778
010302,Amazonas,Bongará,Chisquilla,Chisquilla,-5.8975,-77.78611111
010303,Amazonas,Bongará,Churuja,Churuja,-6.01944444,-77.95194444
010304,Amazonas,Bongará,Corosha,Corosha,-5.84333333,-77.8225
010305,Amazonas,Bongará,Cuispes,Cuispes,-5.92833333,-77.94611111
010306,Amazonas,Bongará,Florida,Florida (Pomacochas),-5.82611111,-77.96944444
010307,Amazonas,Bongará,Jazán,Pedro Ruiz Gallo,-5.94138889,-77.97722222
010308,Amazonas,Bongará,Recta,Recta,-5.91777778,-77.78888889
010309,Amazonas,Bongará,San Carlos,San Carlos,-5.96611111,-77.94527778
010310,Amazonas,Bongará,Shipasbamba,Shipasbamba,-5.91055556,-77.98055556
010311,Amazonas,Bongará,Valera,Valera (San Pablo),-6.04277778,-77.91916667
010312,Amazonas,Bongará,Yambrasbamba,Yambrasbamba,-5.73527778,-77.925
010401,Amazonas,Condorcanqui,Nieva,Santa María de Nieva,-4.59222222,-77.86444444
010402,Amazonas,Condorcanqui,El Cenepa,Huampami,-4.45555556,-78.15888889
010403,Amazonas,Condorcanqui,Río Santiago,Puerto Galilea,-4.01583333,-77.76083333
010501,Amazonas,Luya,Lámud,Lámud,-6.13916667,-77.95222222
010502,Amazonas,Luya,Camporredondo,Camporredondo,-6.21333333,-78.32
010503,Amazonas,Luya,Cocabamba,Cocabamba,-6.61416667,-78.005
010504,Amazonas,Luya,Colcamar,Colcamar,-6.29944444,-77.97305556
010505,Amazonas,Luya,Conila,Cohechan,-6.15916667,-78.14194444
010506,Amazonas,Luya,Inguilpata,Inguilpata,-6.23944444,-77.95388889
010507,Amazonas,Luya,Longuita,Longuita,-6.41361111,-77.96833333
010508,Amazonas,Luya,Lonya Chico,Lonya Chico,-6.22972222,-77.955
010509,Amazonas,Luya,Luya,Luya,-6.16416667,-77.94416667
010510,Amazonas,Luya,Luya Viejo,Luya Viejo,-6.1275,-78.085
010511,Amazonas,Luya,María,María,-6.42888889,-77.96083333
010512,Amazonas,Luya,Ocalli,Ocalli,-6.23527778,-78.26638889
010513,Amazonas,Luya,Ocumal,Collonce,-6.2825,-78.21083333
010514,Amazonas,Luya,Pisuquia,Yomblon,-6.45333333,-78.09194444
010515,Amazonas,Luya,Providencia,Providencia,-6.29722222,-78.24083333
010516,Amazonas,Luya,San Cristóbal,Olto,-6.10166667,-77.95972222
010517,Amazonas,Luya,San Francisco del Yeso,San Francisco del Yeso,-6.64694444,-77.81166667
010518,Amazonas,Luya,San Jerónimo,Paclas,-6.05972222,-77.97444444
010519,Amazonas,Luya,San Juan de Lopecancha,San Juan de Lopecancha,-6.49638889,-77.86194444
010520,Amazonas,Luya,Santa Catalina,Santa Catalina,-6.11361111,-78.06083333
010521,Amazonas,Luya,Santo Tomás,Santo Tomás,-6.5725,-77.86583333
010522,Amazonas,Luya,Tingo,Tingo,-6.37972222,-77.90583333
010523,Amazonas,Luya,Trita,Trita,-6.15194444,-77.98083333
010601,Amazonas,Rodríguez de Mendoza,San Nicolás,Mendoza,-6.39527778,-77.48222222
010602,Amazonas,Rodríguez de Mendoza,Chirimoto,Chirimoto,-6.52305556,-77.4425
010603,Amazonas,Rodríguez de Mendoza,Cochamal,Cochamal,-6.4075,-77.58527778
010604,Amazonas,Rodríguez de Mendoza,Huambo,Huambo,-6.43111111,-77.53666667
010605,Amazonas,Rodríguez de Mendoza,Limabamba,Limabamba,-6.49805556,-77.49888889
010606,Amazonas,Rodríguez de Mendoza,Longar,Longar,-6.38583333,-77.54666667
010607,Amazonas,Rodríguez de Mendoza,Mariscal Benavides,Mariscal Benavides,-6.38611111,-77.50444444
010608,Amazonas,Rodríguez de Mendoza,Milpuc,Milpuc,-6.5,-77.43638889
010609,Amazonas,Rodríguez de Mendoza,Omia,Omia,-6.46777778,-77.39555556
010610,Amazonas,Rodríguez de Mendoza,Santa Rosa,Santa Rosa de Huayabamba,-6.45361111,-77.45527778
010611,Amazonas,Rodríguez de Mendoza,Totora,Totora,-6.49305556,-77.47166667
010612,Amazonas,Rodríguez de Mendoza,Vista Alegre,Vista Alegre,-6.15083333,-77.30388889
010701,Amazonas,Utcubamba,Bagua Grande,Bagua Grande,-5.75472222,-78.44277778
010702,Amazonas,Utcubamba,Cajaruro,Cajaruro,-5.73638889,-78.42666667
010703,Amazonas,Utcubamba,Cumba,Cumba,-5.93555556,-78.66361111
010704,Amazonas,Utcubamba,El Milagro,El Milagro,-5.63777778,-78.55833333
010705,Amazonas,Utcubamba,Jamalca,Jamalca,-5.89416667,-78.23777778
010706,Amazonas,Utcubamba,Lonya Grande,Lonya Grande,-6.09638889,-78.4225
010707,Amazonas,Utcubamba,Yamón,Yamón,-6.05083333,-78.52888889
020101,Áncash,Huaraz,Huaraz,Huaraz,-9.52972222,-77.52916667
020102,Áncash,Huaraz,Cochabamba,Cochabamba,-9.495,-77.85944444
020103,Áncash,Huaraz,Colcabamba,Colcabamba,-9.59472222,-77.80861111
020104,Áncash,Huaraz,Huanchay,Huanchay,-9.72361111,-77.81861111
020105,Áncash,Huaraz,Independencia,Centenario,-9.51444444,-77.5325
020106,Áncash,Huaraz,Jangas,Jangas,-9.40055556,-77.5775
020107,Áncash,Huaraz,La Libertad,Cajamarquilla,-9.63305556,-77.74138889
020108,Áncash,Huaraz,Olleros,Olleros,-9.66666667,-77.46555556
020109,Áncash,Huaraz,Pampas Grande,Pampas Grande,-9.65527778,-77.82611111
020110,Áncash,Huaraz,Pariacoto,Pariacoto,-9.55944444,-77.89055556
020111,Áncash,Huaraz,Pira,Pira,-9.58111111,-77.70722222
020112,Áncash,Huaraz,Tarica,Tarica,-9.39361111,-77.575
020201,Áncash,Aija,Aija,Aija,-9.78027778,-77.61055556
020202,Áncash,Aija,Coris,Coris,-9.82055556,-77.71944444
020203,Áncash,Aija,Huacllán,Huacllán,-9.79805556,-77.67527778
020204,Áncash,Aija,La Merced,La Merced,-9.73555556,-77.61611111
020205,Áncash,Aija,Succha,Succha,-9.82305556,-77.64972222
020301,Áncash,Antonio Raymondi,Llamellín,Llamellín,-9.10083333,-77.01694444
020302,Áncash,Antonio Raymondi,Aczo,Aczo,-9.15194444,-76.98888889
020303,Áncash,Antonio Raymondi,Chaccho,Chaccho,-9.05972222,-77.05833333
020304,Áncash,Antonio Raymondi,Chingas,Chingas,-9.11861111,-76.99194444
020305,Áncash,Antonio Raymondi,Mirgas,Mirgas,-9.07861111,-77.0925
020306,Áncash,Antonio Raymondi,San Juan de Rontoy,San Juan de Rontoy,-9.17527778,-77.00277778
020401,Áncash,Asunción,Chacas,Chacas,-9.16222222,-77.36583333
020402,Áncash,Asunción,Acochaca,Acochaca,-9.11472222,-77.36833333
020501,Áncash,Bolognesi,Chiquián,Chiquián,-10.15194444,-77.15638889
020502,Áncash,Bolognesi,Abelardo Pardo Lezameta,Llaclla,-10.29916667,-77.14638889
020503,Áncash,Bolognesi,Antonio Raymondi,Raquia,-10.15722222,-77.47055556
020504,Áncash,Bolognesi,Aquia,Aquia,-10.07444444,-77.145
020505,Áncash,Bolognesi,Cajacay,Cajacay,-10.15527778,-77.43972222
020506,Áncash,Bolognesi,Canis,Canis,-10.33888889,-77.16888889
020507,Áncash,Bolognesi,Colquioc,Chasquitambo,-10.31222222,-77.61527778
020508,Áncash,Bolognesi,Huallanca,Huallanca,-9.89944444,-76.94166667
020509,Áncash,Bolognesi,Huasta,Huasta,-10.12333333,-77.14666667
020510,Áncash,Bolognesi,Huayllacayán,Huayllacayán,-10.245,-77.43472222
020511,Áncash,Bolognesi,La Primavera,Gorgorillo,-10.33555556,-77.12527778
020512,Áncash,Bolognesi,Mangas,Mangas,-10.36944444,-77.10333333
020513,Áncash,Bolognesi,Pacllón,Pacllón,-10.23444444,-77.07166667
020514,Áncash,Bolognesi,San Miguel de Corpanqui,Corpanqui,-10.285,-77.19888889
020515,Áncash,Bolognesi,Ticllos,Ticllos,-10.25305556,-77.19083333
020601,Áncash,Carhuaz,Carhuaz,Carhuaz,-9.28138889,-77.64666667
020602,Áncash,Carhuaz,Acopampa,Acopampa,-9.29472222,-77.62527778
020603,Áncash,Carhuaz,Amashca,Amashca,-9.23916667,-77.64666667
020604,Áncash,Carhuaz,Anta,Anta,-9.35777778,-77.59888889
020605,Áncash,Carhuaz,Ataquero,Carhuac,-9.26222222,-77.69166667
020606,Áncash,Carhuaz,Marcará,Marcará,-9.32277778,-77.60361111
020607,Áncash,Carhuaz,Pariahuanca,Pariahuanca,-9.36527778,-77.58083333
020608,Áncash,Carhuaz,San Miguel de Aco,Aco,-9.36833333,-77.56444444
020609,Áncash,Carhuaz,Shilla,Shilla,-9.23166667,-77.625
020610,Áncash,Carhuaz,Tinco,Tinco,-9.27083333,-77.6775
020611,Áncash,Carhuaz,Yungar,Yungar,-9.3775,-77.59222222
020701,Áncash,Carlos Fermín Fitzcarrald,San Luis,San Luis,-9.09416667,-77.32888889
020702,Áncash,Carlos Fermín Fitzcarrald,San Nicolás,San Nicolás,-8.97583333,-77.18916667
020703,Áncash,Carlos Fermín Fitzcarrald,Yauya,Yauya,-8.99111111,-77.29138889
020801,Áncash,Casma,Casma,Casma,-9.47583333,-78.30638889
020802,Áncash,Casma,Buena Vista Alta,Buena Vista Alta,-9.4325,-78.20694444
020803,Áncash,Casma,Comandante Noél,Puerto Casma,-9.4625,-78.38472222
020804,Áncash,Casma,Yaután,Yaután,-9.51138889,-77.99638889
020901,Áncash,Corongo,Corongo,Corongo,-8.57083333,-77.89888889
020902,Áncash,Corongo,Aco,Aco,-8.52305556,-77.87777778
020903,Áncash,Corongo,Bambas,Bambas,-8.6025,-77.99694444
020904,Áncash,Corongo,Cusca,Cusca,-8.51333333,-77.86472222
020905,Áncash,Corongo,La Pampa,La Pampa,-8.66111111,-77.90083333
020906,Áncash,Corongo,Yánac,Yánac,-8.61861111,-77.86472222
020907,Áncash,Corongo,Yupán,Yupán,-8.61444444,-77.96861111
021001,Áncash,Huari,Huari,Huari,-9.34722222,-77.17083333
021002,Áncash,Huari,Anra,Anra,-9.23472222,-76.92638889
021003,Áncash,Huari,Cajay,Cajay,-9.32583333,-77.1575
021004,Áncash,Huari,Chavín de Huántar,Chavín de Huántar,-9.58861111,-77.17833333
021005,Áncash,Huari,Huacachi,Huacachi,-9.31555556,-76.93861111
021006,Áncash,Huari,Huacchis,Huacchis,-9.20055556,-76.78694444
021007,Áncash,Huari,Huachis,Huachis,-9.41,-77.1
021008,Áncash,Huari,Huántar,Huántar,-9.45194444,-77.17666667
021009,Áncash,Huari,Masín,Masín,-9.36583333,-77.09638889
021010,Áncash,Huari,Paucas,Paucas,-9.1525,-76.89944444
021011,Áncash,Huari,Ponto,Ponto,-9.32611111,-77.00444444
021012,Áncash,Huari,Rahuapampa,Rahuapampa,-9.35916667,-77.07861111
021013,Áncash,Huari,Rapayan,Rapayan,-9.2025,-76.75944444
021014,Áncash,Huari,San Marcos,San Marcos,-9.52416667,-77.15694444
021015,Áncash,Huari,San Pedro de Chana,Chana,-9.40305556,-77.01111111
021016,Áncash,Huari,Uco,Uco,-9.18833333,-76.92833333
021101,Áncash,Huarmey,Huarmey,Huarmey,-10.06888889,-78.15166667
021102,Áncash,Huarmey,Cochapeti,Cochapeti,-9.98722222,-77.64611111
021103,Áncash,Huarmey,Culebras,La Caleta Culebras,-9.95027778,-78.22222222
021104,Áncash,Huarmey,Huayán,Huayán,-9.87527778,-77.70833333
021105,Áncash,Huarmey,Malvas,Malvas,-9.92972222,-77.65777778
021201,Áncash,Huaylas,Caraz,Caraz,-9.04861111,-77.80472222
021202,Áncash,Huaylas,Huallanca,Huallanca,-8.81888889,-77.86305556
021203,Áncash,Huaylas,Huata,Huata,-9.01638889,-77.86138889
021204,Áncash,Huaylas,Huaylas,Huaylas,-8.8725,-77.89277778
021205,Áncash,Huaylas,Mato,Sucre,-8.96138889,-77.8425
021206,Áncash,Huaylas,Pamparomás,Pamparomás,-9.07333333,-77.98166667
021207,Áncash,Huaylas,Pueblo Libre,Pueblo Libre,-9.11,-77.80194444
021208,Áncash,Huaylas,Santa Cruz,Huaripampa,-8.95194444,-77.815
021209,Áncash,Huaylas,Santo Toribio,Santo Toribio,-8.86444444,-77.91472222
021210,Áncash,Huaylas,Yuracmarca,Yuracmarca,-8.7375,-77.90388889
021301,Áncash,Mariscal Luzuriaga,Piscobamba,Piscobamba,-8.865,-77.35777778
021302,Áncash,Mariscal Luzuriaga,Casca,Casca,-8.85555556,-77.39861111
021303,Áncash,Mariscal Luzuriaga,Eleazar Guzmán Barrón,Pampachacra,-8.90222222,-77.24388889
021304,Áncash,Mariscal Luzuriaga,Fidel Olivas Escudero,Sanachgan,-8.80611111,-77.27972222
021305,Áncash,Mariscal Luzuriaga,Llama,Llama,-8.915,-77.30138889
021306,Áncash,Mariscal Luzuriaga,Llumpa,Llumpa,-8.96083333,-77.3675
021307,Áncash,Mariscal Luzuriaga,Lucma,Lucma,-8.91944444,-77.41083333
021308,Áncash,Mariscal Luzuriaga,Musga,Musga,-8.90611111,-77.33916667
021401,Áncash,Ocros,Ocros,Ocros,-10.40333333,-77.39666667
021402,Áncash,Ocros,Acas,Acas,-10.4575,-77.32777778
021403,Áncash,Ocros,Cajamarquilla,Cajamarquilla,-10.35416667,-77.19916667
021404,Áncash,Ocros,Carhuapampa,Aco,-10.4975,-77.24277778
021405,Áncash,Ocros,Cochas,Huanchay,-10.53666667,-77.42277778
021406,Áncash,Ocros,Congas,Congas,-10.3375,-77.44277778
021407,Áncash,Ocros,Llipa,Llipa,-10.3925,-77.19083333
021408,Áncash,Ocros,San Cristóbal de Raján,Rajan,-10.38694444,-77.21944444
021409,Áncash,Ocros,San Pedro,Copa,-10.37194444,-77.48722222
021410,Áncash,Ocros,Santiago de Chilcas,Santiago de Chilcas,-10.43861111,-77.36583333
021501,Áncash,Pallasca,Cabana,Cabana,-8.39305556,-78.00888889
021502,Áncash,Pallasca,Bolognesi,Bolognesi,-8.35055556,-78.05055556
021503,Áncash,Pallasca,Conchucos,Conchucos,-8.26861111,-77.85277778
021504,Áncash,Pallasca,Huacaschuque,Huacaschuque,-8.30638889,-78.00472222
021505,Áncash,Pallasca,Huandoval,Huandoval,-8.33111111,-77.97527778
021506,Áncash,Pallasca,Lacabamba,Lacabamba,-8.26027778,-77.89833333
021507,Áncash,Pallasca,Llapo,Llapo,-8.51444444,-78.04222222
021508,Áncash,Pallasca,Pallasca,Pallasca,-8.25305556,-77.99944444
021509,Áncash,Pallasca,Pampas,Pampas,-8.19527778,-77.89583333
021510,Áncash,Pallasca,Santa Rosa,Santa Rosa,-8.52777778,-78.0675
021511,Áncash,Pallasca,Tauca,Tauca,-8.47027778,-78.03777778
021601,Áncash,Pomabamba,Pomabamba,Pomabamba,-8.82111111,-77.46027778
021602,Áncash,Pomabamba,Huayllán,Huayllán,-8.85805556,-77.43555556
021603,Áncash,Pomabamba,Parobamba,Parobamba,-8.69583333,-77.42972222
021604,Áncash,Pomabamba,Quinuabamba,Quinuabamba,-8.69722222,-77.39833333
021701,Áncash,Recuay,Recuay,Recuay,-9.72166667,-77.45638889
021702,Áncash,Recuay,Cátac,Cátac,-9.80166667,-77.43055556
021703,Áncash,Recuay,Cotaparaco,Cotaparaco,-9.99333333,-77.58805556
021704,Áncash,Recuay,Huayllapampa,Huayllapampa,-10.05555556,-77.53666667
021705,Áncash,Recuay,Llacllin,Llacllin,-10.06916667,-77.62166667
021706,Áncash,Recuay,Marca,Marca,-10.08916667,-77.47444444
021707,Áncash,Recuay,Pampas Chico,Pampas Chico,-10.11472222,-77.39805556
021708,Áncash,Recuay,Pararín,Pararín,-10.05,-77.65444444
021709,Áncash,Recuay,Tapacocha,Tapacocha,-10.01027778,-77.56916667
021710,Áncash,Recuay,Ticapampa,Ticapampa,-9.76055556,-77.44277778
021801,Áncash,Santa,Chimbote,Chimbote,-9.04166667,-78.60777778
021802,Áncash,Santa,Cáceres del Perú,Jimbe,-9.01305556,-78.13805556
021803,Áncash,Santa,Coishco,Coishco,-9.02305556,-78.61611111
021804,Áncash,Santa,Macate,Macate,-8.76027778,-78.06138889
021805,Áncash,Santa,Moro,Moro,-9.13888889,-78.18333333
021806,Áncash,Santa,Nepeña,Nepeña,-9.17277778,-78.36083333
021807,Áncash,Santa,Samanco,Samanco,-9.26222222,-78.49583333
021808,Áncash,Santa,Santa,Santa,-8.98777778,-78.61305556
021809,Áncash,Santa,Nuevo Chimbote,Buenos Aires,-9.12861111,-78.53083333
021901,Áncash,Sihuas,Sihuas,Sihuas,-8.55444444,-77.63083333
021902,Áncash,Sihuas,Acobamba,Acobamba,-8.32611111,-77.58194444
021903,Áncash,Sihuas,Alfonso Ugarte,Ullulluco,-8.45611111,-77.42666667
021904,Áncash,Sihuas,Cashapampa,Cashapampa,-8.56111111,-77.65305556
021905,Áncash,Sihuas,Chingalpo,Chingalpo,-8.33861111,-77.5975
021906,Áncash,Sihuas,Huayllabamba,Huayllabamba,-8.53472222,-77.56694444
021907,Áncash,Sihuas,Quiches,Quiches,-8.395,-77.49111111
021908,Áncash,Sihuas,Ragash,Ragash,-8.53166667,-77.66583333
021909,Áncash,Sihuas,San Juan,Chullin,-8.64638889,-77.58194444
021910,Áncash,Sihuas,Sicsibamba,Umbe,-8.62333333,-77.53555556
022001,Áncash,Yungay,Yungay,Yungay,-9.14,-77.74472222
022002,Áncash,Yungay,Cascapara,Cascapara,-9.22638889,-77.71722222
022003,Áncash,Yungay,Mancos,Mancos,-9.19,-77.71222222
022004,Áncash,Yungay,Matacoto,Matacoto,-9.17694444,-77.74722222
022005,Áncash,Yungay,Quillo,Quillo,-9.32861111,-78.04166667
022006,Áncash,Yungay,Ranrahirca,Ranrahirca,-9.17305556,-77.7225
022007,Áncash,Yungay,Shupluy,Shupluy,-9.21694444,-77.69388889
022008,Áncash,Yungay,Yanama,Yanama,-9.02055556,-77.47083333
030101,Apurímac,Abancay,Abancay,Abancay,-13.62888889,-72.88611111
030102,Apurímac,Abancay,Chacoche,Chacoche,-13.94111111,-72.99111111
030103,Apurímac,Abancay,Circa,Circa,-13.87833333,-72.87583333
030104,Apurímac,Abancay,Curahuasi,Curahuasi,-13.54138889,-72.69611111
030105,Apurímac,Abancay,Huanipaca,Huanipaca,-13.49222222,-72.93333333
030106,Apurímac,Abancay,Lambrama,Lambrama,-13.87083333,-72.76972222
030107,Apurímac,Abancay,Pichirhua,Pichirhua,-13.86083333,-73.07333333
030108,Apurímac,Abancay,San Pedro de Cachora,Cachora,-13.51416667,-72.81416667
030109,Apurímac,Abancay,Tamburco,Tamburco,-13.62222222,-72.87333333
030201,Apurímac,Andahuaylas,Andahuaylas,Andahuaylas,-13.65611111,-73.38972222
030202,Apurímac,Andahuaylas,Andarapa,Andarapa,-13.52805556,-73.36583333
030203,Apurímac,Andahuaylas,Chiara,Chiara,-13.86722222,-73.66888889
030204,Apurímac,Andahuaylas,Huancarama,Huancarama,-13.64472222,-73.08555556
030205,Apurímac,Andahuaylas,Huancaray,Huancaray,-13.75722222,-73.5275
030206,Apurímac,Andahuaylas,Huayana,Huayana,-14.05083333,-73.60944444
030207,Apurímac,Andahuaylas,Kishuara,Kishuara,-13.69111111,-73.11861111
030208,Apurímac,Andahuaylas,Pacobamba,Pacobamba,-13.61527778,-73.08388889
030209,Apurímac,Andahuaylas,Pacucha,Pacucha,-13.60944444,-73.34416667
030210,Apurímac,Andahuaylas,Pampachiri,Pampachiri,-14.18694444,-73.54472222
030211,Apurímac,Andahuaylas,Pomacocha,Pomacocha,-14.08388889,-73.59083333
030212,Apurímac,Andahuaylas,San Antonio de Cachi,San Antonio de Cachi,-13.77305556,-73.60333333
030213,Apurímac,Andahuaylas,San Jerónimo,San Jerónimo,-13.65166667,-73.36583333
030214,Apurímac,Andahuaylas,San Miguel de Chaccrampa,Chaccrampa,-13.96111111,-73.60777778
030215,Apurímac,Andahuaylas,Santa María de Chicmo,Santa María de Chicmo,-13.6575,-73.49388889
030216,Apurímac,Andahuaylas,Talavera,Talavera,-13.65416667,-73.42888889
030217,Apurímac,Andahuaylas,Tumay Huaraca,Umamarca,-14.05277778,-73.56583333
030218,Apurímac,Andahuaylas,Turpo,Turpo,-13.78555556,-73.47416667
030219,Apurímac,Andahuaylas,Kaquiabamba,Kaquiabamba,-13.5325,-73.28833333
030220,Apurímac,Andahuaylas,José María Arguedas,Huancabamba,-13.73416667,-73.35055556
030301,Apurímac,Antabamba,Antabamba,Antabamba,-14.36527778,-72.87722222
030302,Apurímac,Antabamba,El Oro,Ayahuay,-14.20888889,-73.05833333
030303,Apurímac,Antabamba,Huaquirca,Huaquirca,-14.33944444,-72.895
030304,Apurímac,Antabamba,Juan Espinoza Medrano,Mollebamba,-14.42833333,-72.915
030305,Apurímac,Antabamba,Oropesa,Oropesa,-14.26055556,-72.56361111
030306,Apurímac,Antabamba,Pachaconas,Pachaconas,-14.22333333,-73.01638889
030307,Apurímac,Antabamba,Sabaino,Sabaino,-14.31333333,-72.94527778
030401,Apurímac,Aymaraes,Chalhuanca,Chalhuanca,-14.29444444,-73.24472222
030402,Apurímac,Aymaraes,Capaya,Capaya,-14.11777778,-73.32111111
030403,Apurímac,Aymaraes,Caraybamba,Caraybamba,-14.37805556,-73.16083333
030404,Apurímac,Aymaraes,Chapimarca,Chapimarca,-13.975,-73.065
030405,Apurímac,Aymaraes,Colcabamba,Colcabamba,-14.00638889,-73.25416667
030406,Apurímac,Aymaraes,Cotaruse,Cotaruse,-14.41583333,-73.205
030407,Apurímac,Aymaraes,Ihuayllo,Ihuayllo,-14.13305556,-73.26777778
030408,Apurímac,Aymaraes,Justo Apu Sahuaraura,Pichihua,-14.14805556,-73.17388889
030409,Apurímac,Aymaraes,Lucre,Lucre,-13.94972222,-73.22611111
030410,Apurímac,Aymaraes,Pocohuanca,Pocohuanca,-14.21833333,-73.08694444
030411,Apurímac,Aymaraes,San Juan de Chacña,San Juan de Chacña,-13.92416667,-73.18222222
030412,Apurímac,Aymaraes,Sañayca,Sañayca,-14.20444444,-73.34694444
030413,Apurímac,Aymaraes,Soraya,Soraya,-14.16472222,-73.315
030414,Apurímac,Aymaraes,Tapairihua,Tapairihua,-14.14138889,-73.14027778
030415,Apurímac,Aymaraes,Tintay,Tintay,-13.95944444,-73.18527778
030416,Apurímac,Aymaraes,Toraya,Toraya,-14.05305556,-73.29388889
030417,Apurímac,Aymaraes,Yanaca,Yanaca,-14.22527778,-73.16
030501,Apurímac,Cotabambas,Tambobamba,Tambobamba,-13.94611111,-72.17472222
030502,Apurímac,Cotabambas,Cotabambas,Cotabambas,-13.74555556,-72.355
030503,Apurímac,Cotabambas,Coyllurqui,Coyllurqui,-13.83694444,-72.43222222
030504,Apurímac,Cotabambas,Haquira,Haquira,-14.21416667,-72.18888889
030505,Apurímac,Cotabambas,Mara,Mara,-14.08666667,-72.10194444
030506,Apurímac,Cotabambas,Challhuahuacho,Challhuahuacho,-14.11861111,-72.24666667
030601,Apurímac,Chincheros,Chincheros,Chincheros,-13.51833333,-73.72277778
030602,Apurímac,Chincheros,Anco-Huallo,Uripa,-13.52972222,-73.67416667
030603,Apurímac,Chincheros,Cocharcas,Cocharcas,-13.61055556,-73.74138889
030604,Apurímac,Chincheros,Huaccana,Huaccana,-13.38805556,-73.68916667
030605,Apurímac,Chincheros,Ocobamba,Ocobamba,-13.4825,-73.56027778
030606,Apurímac,Chincheros,Ongoy,Ongoy,-13.40277778,-73.66833333
030607,Apurímac,Chincheros,Uranmarca,Uranmarca,-13.67222222,-73.66944444
030608,Apurímac,Chincheros,Ranracancha,Ranracancha,-13.5325,-73.60555556
030609,Apurímac,Chincheros,Rocchacc,Rocchacc,-13.44055556,-73.6
030610,Apurímac,Chincheros,El Porvenir,San Pedro de Huamburque,-13.39666667,-73.59333333
030611,Apurímac,Chincheros,Los Chankas,Rio Blanco,-13.435,-73.82194444
030612,Apurímac,Chincheros,Ahuayro,Ahuayro,-13.49527778,-73.80861111
030701,Apurímac,Grau,Chuquibambilla,Chuquibambilla,-14.105,-72.70777778
030702,Apurímac,Grau,Curpahuasi,Curpahuasi,-14.06333333,-72.67083333
030703,Apurímac,Grau,Gamarra,Palpacachi,-13.87166667,-72.50833333
030704,Apurímac,Grau,Huayllati,Huayllati,-13.92805556,-72.48444444
030705,Apurímac,Grau,Mamara,Mamara,-14.22861111,-72.59083333
030706,Apurímac,Grau,Micaela Bastidas,Ayrihuanca,-14.11527778,-72.61416667
030707,Apurímac,Grau,Pataypampa,Pataypampa,-14.1775,-72.6725
030708,Apurímac,Grau,Progreso,Progreso,-14.07222222,-72.47666667
030709,Apurímac,Grau,San Antonio,San Antonio,-14.16944444,-72.62333333
030710,Apurímac,Grau,Santa Rosa,Santa Rosa,-14.13972222,-72.65666667
030711,Apurímac,Grau,Turpay,Turpay,-14.22777778,-72.6225
030712,Apurímac,Grau,Vilcabamba,Vilcabamba,-14.07777778,-72.62472222
030713,Apurímac,Grau,Virundo,San Juan de Virundo,-14.25027778,-72.68111111
030714,Apurímac,Grau,Curasco,Curasco,-14.06194444,-72.56777778
040101,Arequipa,Arequipa,Arequipa,Arequipa,-16.39333333,-71.52888889
040102,Arequipa,Arequipa,Alto Selva Alegre,Selva Alegre,-16.38,-71.52111111
040103,Arequipa,Arequipa,Cayma,Cayma,-16.3625,-71.54416667
